date;consumption;forecast_day-1;forecast_hour-1;fuel;coal;gas;nuclear;wind;solar;hydro_pumping;bioenergy;co2_rate
2019-01-01 00:00:00;64207.0;64200.0;63800.0;146.0;11.0;3430.0;55577.0;1517.0;0.0;-1692.0;1172.0;25.0
2019-01-01 00:30:00;63162.0;62700.0;62200.0;149.0;12.0;3029.0;56211.0;1719.0;0.0;-1506.0;1168.0;23.0
2019-01-01 01:00:00;60923.0;60500.0;60200.0;149.0;12.0;2858.0;55039.0;1691.0;0.0;-1507.0;1160.0;22.0
2019-01-01 01:30:00;60729.0;61100.0;60900.0;147.0;10.0;2866.0;55269.0;1714.0;0.0;-1662.0;1161.0;22.0
2019-01-01 02:00:00;60127.0;60800.0;60400.0;146.0;13.0;2825.0;54950.0;1649.0;0.0;-1745.0;1167.0;22.0
2019-01-01 02:30:00;59446.0;59100.0;58500.0;147.0;12.0;2832.0;55047.0;1656.0;0.0;-2393.0;1165.0;23.0
2019-01-01 03:00:00;57399.0;57200.0;56600.0;147.0;13.0;2836.0;54213.0;1601.0;0.0;-2710.0;1161.0;23.0
2019-01-01 03:30:00;55845.0;55600.0;55000.0;147.0;12.0;2836.0;53485.0;1627.0;0.0;-2791.0;1162.0;24.0
2019-01-01 04:00:00;54306.0;54100.0;53800.0;147.0;12.0;2840.0;52072.0;1660.0;0.0;-2794.0;1161.0;24.0
2019-01-01 04:30:00;53533.0;53000.0;52900.0;147.0;12.0;2840.0;50158.0;1663.0;0.0;-3030.0;1163.0;25.0
2019-01-01 05:00:00;52842.0;52100.0;52500.0;147.0;12.0;2848.0;49476.0;1702.0;0.0;-3031.0;1156.0;26.0
2019-01-01 05:30:00;53102.0;52300.0;52500.0;147.0;13.0;2834.0;48709.0;1785.0;0.0;-3152.0;1145.0;26.0
2019-01-01 06:00:00;52833.0;52000.0;52300.0;147.0;11.0;2842.0;48243.0;1904.0;0.0;-3147.0;1145.0;26.0
2019-01-01 06:30:00;53438.0;52300.0;52900.0;147.0;10.0;2846.0;48472.0;1981.0;0.0;-3081.0;1146.0;26.0
2019-01-01 07:00:00;53364.0;52100.0;53000.0;147.0;11.0;2868.0;48320.0;1934.0;0.0;-3079.0;1152.0;26.0
2019-01-01 07:30:00;53614.0;52300.0;53200.0;147.0;12.0;3085.0;47992.0;1936.0;0.0;-3062.0;1144.0;28.0
2019-01-01 08:00:00;53721.0;52200.0;53200.0;147.0;11.0;3062.0;47940.0;1944.0;0.0;-2800.0;1149.0;27.0
2019-01-01 08:30:00;53349.0;51900.0;53000.0;147.0;12.0;3121.0;48355.0;1928.0;5.0;-2802.0;1149.0;27.0
2019-01-01 09:00:00;53362.0;51600.0;53000.0;148.0;9.0;3093.0;49106.0;1918.0;100.0;-3049.0;1142.0;27.0
2019-01-01 09:30:00;54121.0;52800.0;53900.0;147.0;7.0;3083.0;49900.0;1901.0;338.0;-2738.0;1149.0;26.0
2019-01-01 10:00:00;55008.0;53700.0;54700.0;146.0;9.0;3111.0;50637.0;1879.0;656.0;-2727.0;1154.0;26.0
2019-01-01 10:30:00;55940.0;54800.0;55700.0;146.0;9.0;3085.0;50952.0;1807.0;935.0;-2726.0;1155.0;25.0
2019-01-01 11:00:00;56871.0;55900.0;56700.0;146.0;4.0;3144.0;51389.0;1735.0;1193.0;-2789.0;1151.0;25.0
2019-01-01 11:30:00;58041.0;56800.0;57600.0;145.0;5.0;3137.0;51860.0;1793.0;1403.0;-2784.0;1160.0;25.0
2019-01-01 12:00:00;59150.0;58300.0;59600.0;143.0;6.0;3104.0;52077.0;1831.0;1538.0;-1964.0;1159.0;24.0
2019-01-01 12:30:00;60538.0;59300.0;60200.0;143.0;7.0;3104.0;52709.0;1929.0;1627.0;-1928.0;1163.0;24.0
2019-01-01 13:00:00;61822.0;60700.0;61500.0;143.0;7.0;3146.0;52841.0;2098.0;1656.0;-1236.0;1157.0;23.0
2019-01-01 13:30:00;60726.0;58100.0;60000.0;143.0;8.0;3109.0;52429.0;2236.0;1677.0;-1646.0;1160.0;24.0
2019-01-01 14:00:00;59657.0;56700.0;58800.0;144.0;0.0;3122.0;52542.0;2344.0;1587.0;-2399.0;1151.0;24.0
2019-01-01 14:30:00;58761.0;56400.0;59100.0;145.0;0.0;3129.0;52855.0;2419.0;1426.0;-2393.0;1150.0;24.0
2019-01-01 15:00:00;57661.0;54100.0;57000.0;144.0;0.0;3155.0;52998.0;2454.0;1202.0;-3100.0;1157.0;25.0
2019-01-01 15:30:00;57362.0;53700.0;56700.0;145.0;0.0;3160.0;53058.0;2385.0;921.0;-2712.0;1147.0;25.0
2019-01-01 16:00:00;56921.0;53500.0;56400.0;145.0;0.0;3140.0;53060.0;2359.0;609.0;-2675.0;1147.0;25.0
2019-01-01 16:30:00;57051.0;53800.0;56000.0;145.0;0.0;3163.0;53496.0;2368.0;307.0;-3080.0;1152.0;25.0
2019-01-01 17:00:00;57614.0;55100.0;57100.0;145.0;0.0;3092.0;53839.0;2402.0;83.0;-2575.0;1156.0;24.0
2019-01-01 17:30:00;59743.0;58200.0;60000.0;145.0;0.0;3048.0;54658.0;2525.0;16.0;-1807.0;1152.0;23.0
2019-01-01 18:00:00;61884.0;60500.0;62100.0;146.0;0.0;3071.0;55041.0;2584.0;9.0;-461.0;1149.0;23.0
2019-01-01 18:30:00;63208.0;61800.0;63200.0;149.0;0.0;3437.0;55278.0;2759.0;4.0;-52.0;1140.0;23.0
2019-01-01 19:00:00;64143.0;62900.0;64100.0;149.0;0.0;3461.0;55731.0;2837.0;1.0;-49.0;1146.0;23.0
2019-01-01 19:30:00;64433.0;63500.0;64500.0;149.0;0.0;3538.0;55759.0;2880.0;0.0;-50.0;1145.0;24.0
2019-01-01 20:00:00;64108.0;63200.0;64100.0;148.0;0.0;3550.0;55813.0;2927.0;0.0;-210.0;1136.0;24.0
2019-01-01 20:30:00;63186.0;62000.0;62700.0;148.0;0.0;3577.0;55844.0;3049.0;0.0;-418.0;1142.0;24.0
2019-01-01 21:00:00;62074.0;61100.0;61700.0;151.0;0.0;3262.0;55818.0;3168.0;0.0;-1370.0;1144.0;23.0
2019-01-01 21:30:00;60936.0;59800.0;60200.0;148.0;0.0;3241.0;55743.0;3407.0;0.0;-2111.0;1134.0;23.0
2019-01-01 22:00:00;59903.0;58800.0;59100.0;148.0;0.0;3165.0;55211.0;3458.0;0.0;-2112.0;1147.0;23.0
2019-01-01 22:30:00;60580.0;60200.0;60300.0;148.0;0.0;3468.0;55185.0;3457.0;0.0;-1827.0;1158.0;25.0
2019-01-01 23:00:00;62982.0;63200.0;63200.0;149.0;0.0;3525.0;55575.0;3308.0;0.0;-701.0;1155.0;24.0
2019-01-01 23:30:00;62203.0;62700.0;62800.0;149.0;0.0;3458.0;54944.0;3445.0;0.0;-787.0;1151.0;24.0
2019-01-02 00:00:00;62027.0;61500.0;61200.0;149.0;0.0;3519.0;55589.0;3629.0;0.0;-2144.0;1157.0;25.0
2019-01-02 00:30:00;60442.0;59700.0;59300.0;150.0;0.0;3469.0;55118.0;3625.0;0.0;-2176.0;1154.0;25.0
2019-01-02 01:00:00;57907.0;57800.0;57200.0;149.0;0.0;3429.0;54051.0;3730.0;0.0;-2969.0;1157.0;26.0
2019-01-02 01:30:00;57632.0;58200.0;57700.0;147.0;0.0;3167.0;54532.0;3764.0;0.0;-2971.0;1154.0;24.0
2019-01-02 02:00:00;57036.0;57800.0;57200.0;148.0;0.0;3118.0;54127.0;3802.0;0.0;-2818.0;1156.0;24.0
2019-01-02 02:30:00;56705.0;57000.0;55500.0;148.0;0.0;3176.0;54162.0;3756.0;0.0;-2739.0;1151.0;24.0
2019-01-02 03:00:00;55013.0;55600.0;54200.0;148.0;0.0;3149.0;52644.0;3719.0;0.0;-2734.0;1151.0;25.0
2019-01-02 03:30:00;54239.0;54900.0;53300.0;148.0;0.0;3166.0;52004.0;3649.0;0.0;-2968.0;1140.0;25.0
2019-01-02 04:00:00;53450.0;54500.0;52700.0;149.0;0.0;3072.0;51735.0;3551.0;0.0;-2999.0;1133.0;25.0
