date;consumption;forecast_day-1;forecast_hour-1;fuel;coal;gas;nuclear;wind;solar;hydro_pumping;bioenergy;co2_rate
2020-06-01 00:00:00;40919.0;41300.0;40000.0;80.0;15.0;696.0;30517.0;5950.0;0.0;-621.0;1167.0;13.0
2020-06-01 00:30:00;39087.0;39300.0;37800.0;70.0;15.0;687.0;30561.0;5790.0;0.0;-620.0;1160.0;13.0
2020-06-01 01:00:00;36500.0;36800.0;35800.0;69.0;15.0;682.0;29543.0;5655.0;0.0;-785.0;1164.0;13.0
2020-06-01 01:30:00;35854.0;36700.0;36400.0;69.0;15.0;693.0;29337.0;5541.0;0.0;-939.0;1145.0;13.0
2020-06-01 02:00:00;35125.0;36000.0;34600.0;69.0;15.0;663.0;29324.0;5464.0;0.0;-938.0;1161.0;13.0
2020-06-01 02:30:00;34312.0;34600.0;33800.0;69.0;15.0;688.0;28999.0;5327.0;0.0;-1112.0;1161.0;14.0
2020-06-01 03:00:00;32718.0;33000.0;32300.0;69.0;15.0;659.0;28724.0;5233.0;0.0;-1129.0;1167.0;14.0
2020-06-01 03:30:00;31825.0;32000.0;31400.0;69.0;15.0;692.0;28616.0;5118.0;0.0;-1468.0;1162.0;14.0
2020-06-01 04:00:00;30972.0;31000.0;30700.0;69.0;15.0;671.0;28461.0;4948.0;0.0;-1494.0;1175.0;14.0
2020-06-01 04:30:00;30559.0;30400.0;30300.0;69.0;15.0;696.0;28749.0;4778.0;0.0;-2045.0;1179.0;15.0
2020-06-01 05:00:00;30530.0;30600.0;30400.0;69.0;15.0;669.0;29018.0;4634.0;0.0;-2095.0;1182.0;14.0
2020-06-01 05:30:00;30595.0;30600.0;30400.0;69.0;15.0;686.0;29470.0;4524.0;0.0;-2095.0;1171.0;15.0
2020-06-01 06:00:00;30362.0;30200.0;30000.0;69.0;16.0;670.0;30103.0;4479.0;2.0;-2061.0;1172.0;14.0
2020-06-01 06:30:00;30583.0;30100.0;30400.0;70.0;16.0;688.0;30391.0;4399.0;61.0;-1825.0;1172.0;14.0
2020-06-01 07:00:00;31147.0;30400.0;31300.0;69.0;15.0;687.0;30416.0;4067.0;260.0;-1197.0;1169.0;14.0
2020-06-01 07:30:00;31937.0;30900.0;32000.0;70.0;16.0;697.0;30463.0;3585.0;600.0;-1152.0;1160.0;14.0
2020-06-01 08:00:00;33105.0;32000.0;33300.0;71.0;15.0;710.0;30501.0;2808.0;1126.0;-850.0;1159.0;14.0
2020-06-01 08:30:00;34581.0;33100.0;34700.0;71.0;15.0;692.0;30754.0;2044.0;1818.0;-851.0;1168.0;14.0
2020-06-01 09:00:00;35928.0;34300.0;36000.0;71.0;16.0;712.0;30686.0;1671.0;2642.0;-805.0;1153.0;14.0
2020-06-01 09:30:00;37385.0;35700.0;37200.0;71.0;15.0;704.0;30700.0;1512.0;3371.0;-1120.0;1142.0;13.0
2020-06-01 10:00:00;38548.0;36800.0;38300.0;71.0;16.0;711.0;30531.0;1486.0;4175.0;-1606.0;1153.0;14.0
2020-06-01 10:30:00;39384.0;37400.0;39200.0;71.0;15.0;699.0;29854.0;1634.0;4791.0;-2428.0;1135.0;14.0
2020-06-01 11:00:00;40354.0;38100.0;39700.0;72.0;16.0;709.0;29579.0;1865.0;5241.0;-2427.0;1239.0;14.0
2020-06-01 11:30:00;40983.0;39200.0;40500.0;71.0;16.0;693.0;29619.0;2323.0;5641.0;-2425.0;1137.0;13.0
2020-06-01 12:00:00;42315.0;41200.0;42600.0;71.0;17.0;669.0;29500.0;2794.0;5987.0;-2425.0;1130.0;13.0
2020-06-01 12:30:00;43402.0;41500.0;43200.0;71.0;17.0;706.0;29391.0;2955.0;6087.0;-2446.0;1127.0;13.0
2020-06-01 13:00:00;43657.0;42900.0;44000.0;71.0;16.0;673.0;29481.0;2751.0;6019.0;-2240.0;1126.0;13.0
2020-06-01 13:30:00;42000.0;40300.0;41800.0;71.0;16.0;680.0;29187.0;2557.0;5714.0;-2479.0;1123.0;13.0
2020-06-01 14:00:00;41089.0;39500.0;41300.0;71.0;17.0;653.0;28996.0;2441.0;5547.0;-2537.0;1120.0;13.0
2020-06-01 14:30:00;40596.0;39200.0;41200.0;71.0;16.0;689.0;29276.0;2339.0;5433.0;-2767.0;1113.0;14.0
2020-06-01 15:00:00;39738.0;37900.0;40000.0;71.0;16.0;654.0;29012.0;2203.0;5209.0;-2607.0;1116.0;14.0
2020-06-01 15:30:00;39061.0;37200.0;39200.0;73.0;16.0;756.0;28973.0;2093.0;4883.0;-2807.0;1105.0;15.0
2020-06-01 16:00:00;38608.0;36500.0;38800.0;72.0;16.0;904.0;28803.0;2075.0;4715.0;-2915.0;1098.0;16.0
2020-06-01 16:30:00;38101.0;35900.0;37900.0;71.0;16.0;980.0;28658.0;2213.0;4576.0;-2700.0;1106.0;17.0
2020-06-01 17:00:00;37716.0;35400.0;37200.0;71.0;16.0;1046.0;28930.0;2292.0;4066.0;-2554.0;1107.0;17.0
2020-06-01 17:30:00;37671.0;35700.0;37500.0;71.0;17.0;1061.0;30666.0;2362.0;3678.0;-1243.0;1105.0;16.0
2020-06-01 18:00:00;37892.0;36100.0;37800.0;71.0;16.0;1216.0;31699.0;2483.0;3155.0;-898.0;1115.0;17.0
2020-06-01 18:30:00;38526.0;36900.0;38500.0;71.0;17.0;1604.0;32817.0;2510.0;2470.0;-103.0;1106.0;19.0
2020-06-01 19:00:00;39850.0;38200.0;39400.0;71.0;16.0;1629.0;34504.0;2459.0;1877.0;-43.0;1110.0;18.0
2020-06-01 19:30:00;40350.0;38800.0;39600.0;71.0;16.0;1681.0;34593.0;2257.0;1320.0;-43.0;1114.0;18.0
2020-06-01 20:00:00;40152.0;38800.0;39500.0;71.0;16.0;1670.0;34890.0;2012.0;829.0;-44.0;1119.0;18.0
2020-06-01 20:30:00;39254.0;38100.0;38700.0;71.0;16.0;1770.0;34895.0;1840.0;433.0;-8.0;1121.0;19.0
2020-06-01 21:00:00;38633.0;37700.0;38300.0;71.0;13.0;1795.0;34857.0;1826.0;159.0;-8.0;1123.0;19.0
2020-06-01 21:30:00;38638.0;37500.0;38000.0;71.0;13.0;1860.0;34850.0;2039.0;33.0;-8.0;1119.0;20.0
2020-06-01 22:00:00;39021.0;38100.0;38600.0;71.0;13.0;1903.0;34790.0;2328.0;0.0;-9.0;1123.0;20.0
2020-06-01 22:30:00;40426.0;40000.0;40400.0;71.0;13.0;1932.0;34819.0;2613.0;0.0;-8.0;1128.0;21.0
2020-06-01 23:00:00;42777.0;42800.0;43200.0;71.0;13.0;1921.0;34822.0;2695.0;0.0;-8.0;1137.0;20.0
2020-06-01 23:30:00;42137.0;42600.0;42800.0;71.0;16.0;1873.0;34629.0;2812.0;0.0;-8.0;1131.0;20.0
2020-06-02 00:00:00;41742.0;41400.0;41400.0;71.0;15.0;1917.0;34466.0;2871.0;0.0;-8.0;1133.0;21.0
2020-06-02 00:30:00;39771.0;39000.0;39100.0;72.0;15.0;1943.0;34921.0;2771.0;0.0;-30.0;1141.0;21.0
2020-06-02 01:00:00;37344.0;37000.0;37000.0;71.0;16.0;1816.0;34817.0;2700.0;0.0;-264.0;1136.0;21.0
2020-06-02 01:30:00;36795.0;37300.0;36900.0;71.0;15.0;1973.0;35116.0;2572.0;0.0;-264.0;1149.0;22.0
2020-06-02 02:00:00;36163.0;36800.0;36700.0;70.0;16.0;1942.0;34836.0;2457.0;0.0;-263.0;1133.0;22.0
2020-06-02 02:30:00;35490.0;35100.0;35100.0;70.0;16.0;1955.0;35072.0;2352.0;0.0;-555.0;1125.0;22.0
2020-06-02 03:00:00;33966.0;33900.0;33700.0;69.0;16.0;1891.0;34889.0;2193.0;0.0;-928.0;1136.0;22.0
2020-06-02 03:30:00;33239.0;33200.0;33000.0;69.0;17.0;1699.0;34704.0;2048.0;0.0;-792.0;1145.0;21.0
2020-06-02 04:00:00;32537.0;32700.0;32500.0;69.0;16.0;1682.0;34647.0;1943.0;0.0;-1031.0;1146.0;21.0
2020-06-02 04:30:00;32487.0;32600.0;32400.0;70.0;17.0;1753.0;34441.0;1779.0;0.0;-1422.0;1156.0;22.0
2020-06-02 05:00:00;32769.0;33100.0;33000.0;69.0;17.0;1782.0;34725.0;1630.0;0.0;-1617.0;1147.0;22.0
2020-06-02 05:30:00;33887.0;34200.0;33900.0;69.0;16.0;2135.0;34752.0;1583.0;0.0;-2005.0;1136.0;25.0
2020-06-02 06:00:00;34545.0;35200.0;34700.0;69.0;16.0;2320.0;34824.0;1582.0;4.0;-1605.0;1128.0;26.0
2020-06-02 06:30:00;36277.0;36900.0;36500.0;69.0;16.0;2641.0;34835.0;1574.0;40.0;-1539.0;1124.0;28.0
2020-06-02 07:00:00;38098.0;39100.0;38100.0;70.0;16.0;3134.0;34939.0;1496.0;209.0;-986.0;1121.0;31.0
2020-06-02 07:30:00;40389.0;41200.0;40700.0;70.0;16.0;3495.0;35206.0;1371.0;518.0;-44.0;1116.0;32.0
2020-06-02 08:00:00;42096.0;42900.0;42400.0;71.0;16.0;3432.0;35547.0;1041.0;1033.0;-44.0;1124.0;31.0
2020-06-02 08:30:00;43862.0;44300.0;44300.0;72.0;16.0;3411.0;35604.0;615.0;1732.0;-44.0;1118.0;30.0
2020-06-02 09:00:00;45221.0;45500.0;45600.0;71.0;16.0;3339.0;35608.0;325.0;2533.0;-9.0;1108.0;29.0
2020-06-02 09:30:00;46188.0;46300.0;46600.0;72.0;16.0;3348.0;35574.0;200.0;3305.0;-9.0;1114.0;28.0
2020-06-02 10:00:00;46914.0;46500.0;47300.0;72.0;16.0;3303.0;35557.0;146.0;4144.0;-8.0;1096.0;28.0
2020-06-02 10:30:00;47530.0;46700.0;47800.0;70.0;15.0;3351.0;35519.0;135.0;4783.0;-9.0;1096.0;28.0
2020-06-02 11:00:00;47952.0;46900.0;48400.0;71.0;15.0;3223.0;34588.0;157.0;5360.0;-8.0;1091.0;27.0
2020-06-02 11:30:00;48623.0;47600.0;49200.0;71.0;15.0;3193.0;34560.0;210.0;5815.0;-8.0;1081.0;26.0
2020-06-02 12:00:00;49795.0;48800.0;50500.0;70.0;15.0;3302.0;34554.0;284.0;6298.0;-8.0;1096.0;27.0
2020-06-02 12:30:00;50288.0;48600.0;50000.0;71.0;15.0;3187.0;34595.0;290.0;6541.0;-22.0;1093.0;26.0
2020-06-02 13:00:00;50546.0;49600.0;51500.0;70.0;15.0;3279.0;34559.0;274.0;6668.0;-22.0;1093.0;27.0
2020-06-02 13:30:00;49776.0;47500.0;49900.0;71.0;15.0;3371.0;34562.0;240.0;6721.0;-22.0;1092.0;28.0
2020-06-02 14:00:00;49287.0;47500.0;49700.0;70.0;15.0;3152.0;34536.0;213.0;6661.0;-257.0;1094.0;27.0
2020-06-02 14:30:00;49137.0;47500.0;49900.0;70.0;15.0;3345.0;34550.0;206.0;6503.0;-21.0;1083.0;28.0
2020-06-02 15:00:00;48260.0;46600.0;48500.0;69.0;15.0;3477.0;34527.0;223.0;6408.0;-37.0;1063.0;29.0
2020-06-02 15:30:00;47741.0;45900.0;48000.0;69.0;15.0;3681.0;34560.0;279.0;6187.0;-22.0;1035.0;30.0
2020-06-02 16:00:00;46968.0;45300.0;47400.0;69.0;15.0;3584.0;34525.0;349.0;5947.0;-22.0;1046.0;29.0
2020-06-02 16:30:00;46436.0;44400.0;46500.0;69.0;15.0;3606.0;34559.0;408.0;5623.0;-22.0;1049.0;30.0
2020-06-02 17:00:00;45837.0;43900.0;45900.0;69.0;15.0;3645.0;34535.0;469.0;5098.0;-22.0;1076.0;30.0
2020-06-02 17:30:00;45398.0;43200.0;45100.0;69.0;15.0;3561.0;34566.0;551.0;4629.0;-21.0;1101.0;30.0
2020-06-02 18:00:00;45311.0;43000.0;45100.0;67.0;15.0;3757.0;34577.0;657.0;3895.0;-63.0;1088.0;31.0
